SubjectID Age Gender ExpGroup Trial firstTarget secondTarget Position RT lengthDraw lengthPercentage
SubjectID Age Gender ExpGroup Trial firstTarget secondTarget Position RT lengthDraw lengthPercentage
20 26 f 1 1 1 4 2 2.103027e-002 26 4.333333e-002
20 26 f 1 2 2 4 2 1.664260e-002 -228 -3.800000e-001
20 26 f 1 3 2 4 2 1.661099e-002 155 2.583333e-001
20 26 f 1 4 3 4 2 1.661715e-002 393 6.550000e-001
20 26 f 1 5 1 2 2 1.638767e-002 32 5.333333e-002
20 26 f 1 6 2 3 1 1.668160e-002 544 9.066667e-001
20 26 f 1 7 2 4 1 1.642544e-002 149 2.483333e-001
20 26 f 1 8 3 4 2 1.662741e-002 364 6.066667e-001
20 26 f 1 9 1 2 2 1.667545e-002 132 2.200000e-001
20 26 f 1 10 2 3 2 1.666149e-002 494 8.233333e-001
20 26 f 1 11 1 3 2 1.648209e-002 281 4.683333e-001
20 26 f 1 12 2 4 1 1.654654e-002 160 2.666667e-001
20 26 f 1 13 3 4 1 1.654490e-002 365 6.083333e-001
20 26 f 1 14 1 4 1 1.655434e-002 31 5.166667e-002
20 26 f 1 15 1 4 2 1.663686e-002 -42 -7.000000e-002
20 26 f 1 16 3 4 1 1.656214e-002 408 6.800000e-001
20 26 f 1 17 3 4 1 1.650959e-002 420 7.000000e-001
20 26 f 1 18 2 3 2 1.664342e-002 553 9.216667e-001
20 26 f 1 19 1 3 1 1.640861e-002 219 3.650000e-001
20 26 f 1 20 1 3 2 1.658102e-002 264 4.400000e-001
20 26 f 1 21 2 3 1 1.643775e-002 527 8.783333e-001
20 26 f 1 22 1 4 1 1.665492e-002 45 7.500000e-002
20 26 f 1 23 1 3 2 1.663316e-002 351 5.850000e-001
20 26 f 1 24 2 3 1 1.666723e-002 520 8.666667e-001
20 26 f 1 25 1 3 1 1.652396e-002 364 6.066667e-001
20 26 f 1 26 1 2 1 1.648332e-002 139 2.316667e-001
20 26 f 1 27 3 4 2 1.672019e-002 292 4.866667e-001
20 26 f 1 28 1 4 1 1.663603e-002 62 1.033333e-001
20 26 f 1 29 2 4 1 1.667791e-002 190 3.166667e-001
20 26 f 1 30 1 2 2 1.670952e-002 129 2.150000e-001
20 26 f 1 31 1 2 1 1.648291e-002 143 2.383333e-001
20 26 f 1 32 1 3 1 1.648496e-002 316 5.266667e-001
20 26 f 1 33 2 3 2 1.630187e-002 528 8.800000e-001
20 26 f 1 34 1 4 2 1.650549e-002 38 6.333333e-002
20 26 f 1 35 2 4 2 1.659991e-002 194 3.233333e-001
20 26 f 1 36 1 2 1 1.653997e-002 144 2.400000e-001
subjectID age gender expGroup selfTogood selfTobad selfTonormal goodTobad goodTonormal badTonormal goodToSelf badToSelf normalToSelf badTogood normalTogood normalTobad
20 26 f 1 142 2.996667e+002 46 5.303333e+002 1.663333e+002 3.976667e+002 9.766667e+001 2.986667e+002 7.333333e+000 525 4.033333e+001 3.496667e+002
