SubjectID Age Gender ExpGroup Trial firstTarget secondTarget Position RT lengthDraw lengthPercentage
36 19 male 1 1 2 4 1 1.104493e-002 127 2.116667e-001
36 19 male 1 2 1 3 2 1.653781e-002 237 3.950000e-001
36 19 male 1 3 1 4 2 1.652997e-002 4 6.666667e-003
36 19 male 1 4 2 3 2 1.658732e-002 482 8.033333e-001
36 19 male 1 5 1 2 2 1.651548e-002 -74 -1.233333e-001
36 19 male 1 6 2 3 2 1.650340e-002 515 8.583333e-001
36 19 male 1 7 1 2 1 1.650310e-002 94 1.566667e-001
36 19 male 1 8 1 2 1 1.648740e-002 82 1.366667e-001
36 19 male 1 9 1 4 1 1.656619e-002 -17 -2.833333e-002
36 19 male 1 10 2 4 2 1.662505e-002 74 1.233333e-001
36 19 male 1 11 2 3 1 1.655593e-002 -503 -8.383333e-001
36 19 male 1 12 1 4 1 1.657615e-002 -23 -3.833333e-002
36 19 male 1 13 2 4 2 1.657343e-002 107 1.783333e-001
36 19 male 1 14 1 2 2 1.655774e-002 -84 -1.400000e-001
36 19 male 1 15 3 4 1 1.651004e-002 178 2.966667e-001
36 19 male 1 16 3 4 2 1.667516e-002 -169 -2.816667e-001
36 19 male 1 17 2 4 2 1.650401e-002 89 1.483333e-001
36 19 male 1 18 1 4 2 1.658430e-002 12 2.000000e-002
36 19 male 1 19 2 3 1 1.658128e-002 -360 -6.000000e-001
36 19 male 1 20 1 3 2 1.657675e-002 -144 -2.400000e-001
36 19 male 1 21 3 4 2 1.658068e-002 -143 -2.383333e-001
36 19 male 1 22 1 2 1 1.653691e-002 79 1.316667e-001
36 19 male 1 23 3 4 1 1.657343e-002 -165 -2.750000e-001
36 19 male 1 24 2 4 1 1.660030e-002 109 1.816667e-001
36 19 male 1 25 1 3 1 1.649857e-002 -213 -3.550000e-001
36 19 male 1 26 2 4 1 1.656106e-002 -157 -2.616667e-001
36 19 male 1 27 1 3 1 1.655593e-002 -297 -4.950000e-001
36 19 male 1 28 1 3 1 1.656558e-002 -282 -4.700000e-001
36 19 male 1 29 1 4 1 1.658943e-002 -21 -3.500000e-002
36 19 male 1 30 1 3 2 1.659426e-002 271 4.516667e-001
36 19 male 1 31 1 4 2 1.657132e-002 -17 -2.833333e-002
36 19 male 1 32 3 4 2 1.659305e-002 -259 -4.316667e-001
36 19 male 1 33 3 4 1 1.655110e-002 276 4.600000e-001
36 19 male 1 34 2 3 1 1.660362e-002 -488 -8.133333e-001
36 19 male 1 35 1 2 2 1.660845e-002 -189 -3.150000e-001
36 19 male 1 36 2 3 2 1.653600e-002 546 9.100000e-001
subjectID age gender expGroup selfTogood selfTobad selfTonormal goodTobad goodTonormal badTonormal goodToSelf badToSelf normalToSelf badTogood normalTogood normalTobad
36 19 male 1 85 -264 -2.033333e+001 -4.503333e+002 2.633333e+001 9.633333e+001 -1.156667e+002 1.213333e+002 -3.333333e-001 5.143333e+002 90 -1.903333e+002
