SubjectID Age Gender ExpGroup Trial firstTarget secondTarget Position RT lengthDraw lengthPercentage
SubjectID Age Gender ExpGroup Trial firstTarget secondTarget Position RT lengthDraw lengthPercentage
4 21 female 1 1 1 4 2 1.033081e-002 107 1.783333e-001
4 21 female 1 2 2 4 2 1.655680e-002 96 1.600000e-001
4 21 female 1 3 2 4 2 1.628257e-002 120 2.000000e-001
4 21 female 1 4 3 4 2 1.627888e-002 94 1.566667e-001
4 21 female 1 5 1 2 2 1.688933e-002 22 3.666667e-002
4 21 female 1 6 2 3 1 1.644227e-002 179 2.983333e-001
4 21 female 1 7 2 4 1 1.664548e-002 111 1.850000e-001
4 21 female 1 8 3 4 2 1.569758e-002 111 1.850000e-001
4 21 female 1 9 1 2 2 1.659047e-002 26 4.333333e-002
4 21 female 1 10 2 3 2 1.676987e-002 244 4.066667e-001
4 21 female 1 11 1 3 2 1.695255e-002 83 1.383333e-001
4 21 female 1 12 2 4 1 1.625343e-002 134 2.233333e-001
4 21 female 1 13 3 4 1 2.928261e-003 140 2.333333e-001
4 21 female 1 14 1 4 1 1.724197e-002 18 3.000000e-002
4 21 female 1 15 1 4 2 1.654777e-002 24 4.000000e-002
4 21 female 1 16 3 4 1 1.638521e-002 126 2.100000e-001
4 21 female 1 17 3 4 1 1.801416e-002 115 1.916667e-001
4 21 female 1 18 2 3 2 1.657117e-002 209 3.483333e-001
4 21 female 1 19 1 3 1 1.665410e-002 119 1.983333e-001
4 21 female 1 20 1 3 2 1.663645e-002 142 2.366667e-001
4 21 female 1 21 2 3 1 1.662988e-002 178 2.966667e-001
4 21 female 1 22 1 4 1 1.638438e-002 25 4.166667e-002
4 21 female 1 23 1 3 2 1.718819e-002 142 2.366667e-001
4 21 female 1 24 2 3 1 5.921795e-003 232 3.866667e-001
4 21 female 1 25 1 3 1 1.656419e-002 164 2.733333e-001
4 21 female 1 26 1 2 1 1.660525e-002 29 4.833333e-002
4 21 female 1 27 3 4 2 1.661674e-002 139 2.316667e-001
4 21 female 1 28 1 4 1 1.696363e-002 16 2.666667e-002
4 21 female 1 29 2 4 1 1.472957e-002 47 7.833333e-002
4 21 female 1 30 1 2 2 1.666847e-002 42 7.000000e-002
4 21 female 1 31 1 2 1 1.644309e-002 43 7.166667e-002
4 21 female 1 32 1 3 1 1.668653e-002 101 1.683333e-001
4 21 female 1 33 2 3 2 1.671691e-002 203 3.383333e-001
4 21 female 1 34 1 4 2 7.635318e-003 58 9.666667e-002
4 21 female 1 35 2 4 2 1.406041e-002 94 1.566667e-001
4 21 female 1 36 1 2 1 1.665246e-002 54 9.000000e-002
subjectID age gender expGroup selfTogood selfTobad selfTonormal goodTobad goodTonormal badTonormal goodToSelf badToSelf normalToSelf badTogood normalTogood normalTobad
4 21 female 1 42 128 1.966667e+001 1.963333e+002 9.733333e+001 127 30 1.223333e+002 63 2.186667e+002 1.033333e+002 1.146667e+002
