SubjectID Age Gender ExpGroup Trial firstTarget secondTarget Position RT lengthDraw lengthPercentage
24 20 f 1 1 2 3 1 2.617013e-002 443 7.383333e-001
24 20 f 1 2 1 4 2 1.659774e-002 14 2.333333e-002
24 20 f 1 3 1 3 2 1.648484e-002 288 4.800000e-001
24 20 f 1 4 1 2 1 1.648152e-002 107 1.783333e-001
24 20 f 1 5 3 4 1 1.641331e-002 177 2.950000e-001
24 20 f 1 6 2 3 2 1.646613e-002 290 4.833333e-001
24 20 f 1 7 3 4 1 1.656514e-002 50 8.333333e-002
24 20 f 1 8 1 4 1 1.657299e-002 36 6.000000e-002
24 20 f 1 9 1 2 2 1.645345e-002 89 1.483333e-001
24 20 f 1 10 3 4 2 1.658898e-002 168 2.800000e-001
24 20 f 1 11 1 4 1 1.655820e-002 13 2.166667e-002
24 20 f 1 12 1 3 2 1.647911e-002 189 3.150000e-001
24 20 f 1 13 2 4 1 1.659019e-002 165 2.750000e-001
24 20 f 1 14 2 4 1 1.657178e-002 193 3.216667e-001
24 20 f 1 15 2 3 2 1.653676e-002 361 6.016667e-001
24 20 f 1 16 3 4 1 1.650054e-002 130 2.166667e-001
24 20 f 1 17 1 4 1 1.656152e-002 29 4.833333e-002
24 20 f 1 18 1 4 2 1.656393e-002 39 6.500000e-002
24 20 f 1 19 1 4 2 1.646613e-002 48 8.000000e-002
24 20 f 1 20 2 3 2 1.650084e-002 329 5.483333e-001
24 20 f 1 21 1 2 1 1.659563e-002 112 1.866667e-001
24 20 f 1 22 1 2 2 1.659230e-002 -133 -2.216667e-001
24 20 f 1 23 1 3 1 1.649088e-002 129 2.150000e-001
24 20 f 1 24 3 4 2 1.650326e-002 147 2.450000e-001
24 20 f 1 25 2 4 2 1.655397e-002 140 2.333333e-001
24 20 f 1 26 1 3 2 1.646522e-002 127 2.116667e-001
24 20 f 1 27 1 2 1 1.653435e-002 118 1.966667e-001
24 20 f 1 28 2 4 1 1.645224e-002 163 2.716667e-001
24 20 f 1 29 2 3 1 1.648334e-002 352 5.866667e-001
24 20 f 1 30 2 4 2 1.655548e-002 90 1.500000e-001
24 20 f 1 31 1 2 2 1.657419e-002 110 1.833333e-001
24 20 f 1 32 1 3 1 1.653525e-002 139 2.316667e-001
24 20 f 1 33 2 4 2 1.654340e-002 -149 -2.483333e-001
24 20 f 1 34 1 3 1 1.655940e-002 126 2.100000e-001
24 20 f 1 35 2 3 1 1.654854e-002 309 5.150000e-001
24 20 f 1 36 3 4 2 1.649360e-002 123 2.050000e-001
subjectID age gender expGroup selfTogood selfTobad selfTonormal goodTobad goodTonormal badTonormal goodToSelf badToSelf normalToSelf badTogood normalTogood normalTobad
24 20 f 1 1.123333e+002 1.313333e+002 26 368 1.736667e+002 119 22 2.013333e+002 3.366667e+001 3.266667e+002 27 146
