SubjectID Age Gender ExpGroup Trial firstTarget secondTarget Position RT lengthDraw lengthPercentage
38 19 male 1 1 2 3 1 1.147447e-002 -508 -8.466667e-001
38 19 male 1 2 3 4 2 1.660724e-002 -290 -4.833333e-001
38 19 male 1 3 2 4 1 1.648408e-002 296 4.933333e-001
38 19 male 1 4 1 3 2 1.652574e-002 255 4.250000e-001
38 19 male 1 5 1 3 1 1.652966e-002 -265 -4.416667e-001
38 19 male 1 6 2 4 1 1.652363e-002 345 5.750000e-001
38 19 male 1 7 1 4 2 1.662535e-002 -11 -1.833333e-002
38 19 male 1 8 2 3 1 1.647442e-002 451 7.516667e-001
38 19 male 1 9 1 3 2 1.657343e-002 315 5.250000e-001
38 19 male 1 10 1 3 1 1.646024e-002 -318 -5.300000e-001
38 19 male 1 11 3 4 1 1.648529e-002 344 5.733333e-001
38 19 male 1 12 2 3 2 1.654264e-002 430 7.166667e-001
38 19 male 1 13 1 4 1 1.653902e-002 5 8.333333e-003
38 19 male 1 14 3 4 2 1.656076e-002 -315 -5.250000e-001
38 19 male 1 15 1 4 2 1.656377e-002 -2 -3.333333e-003
38 19 male 1 16 3 4 2 1.646718e-002 -363 -6.050000e-001
38 19 male 1 17 1 2 1 1.647020e-002 170 2.833333e-001
38 19 male 1 18 2 3 1 1.644213e-002 -486 -8.100000e-001
38 19 male 1 19 1 2 1 1.648137e-002 102 1.700000e-001
38 19 male 1 20 2 3 2 1.655925e-002 324 5.400000e-001
38 19 male 1 21 1 3 2 1.650069e-002 296 4.933333e-001
38 19 male 1 22 1 2 2 1.655894e-002 -93 -1.550000e-001
38 19 male 1 23 2 4 2 1.648529e-002 -84 -1.400000e-001
38 19 male 1 24 1 3 1 1.652815e-002 346 5.766667e-001
38 19 male 1 25 1 4 1 1.651246e-002 -13 -2.166667e-002
38 19 male 1 26 2 4 1 1.654083e-002 -79 -1.316667e-001
38 19 male 1 27 2 4 2 1.655411e-002 111 1.850000e-001
38 19 male 1 28 3 4 1 1.648861e-002 354 5.900000e-001
38 19 male 1 29 1 4 2 1.646929e-002 -14 -2.333333e-002
38 19 male 1 30 2 3 2 1.657524e-002 412 6.866667e-001
38 19 male 1 31 1 2 2 1.647865e-002 94 1.566667e-001
38 19 male 1 32 3 4 1 1.657102e-002 337 5.616667e-001
38 19 male 1 33 1 2 1 1.656076e-002 138 2.300000e-001
38 19 male 1 34 1 2 2 1.647503e-002 128 2.133333e-001
38 19 male 1 35 1 4 1 1.652966e-002 -12 -2.000000e-002
38 19 male 1 36 2 4 2 1.648197e-002 118 1.966667e-001
subjectID age gender expGroup selfTogood selfTobad selfTonormal goodTobad goodTonormal badTonormal goodToSelf badToSelf normalToSelf badTogood normalTogood normalTobad
38 19 male 1 1.366667e+002 -79 -6.666667e+000 -181 1.873333e+002 345 43 2.886667e+002 -9 3.886667e+002 4.833333e+001 -3.226667e+002
