SubjectID Age Gender ExpGroup Trial firstTarget secondTarget Position RT lengthDraw lengthPercentage
33 20 female 1 1 1 4 2 1.077347e-002 140 2.333333e-001
33 20 female 1 2 2 4 2 1.652741e-002 194 3.233333e-001
33 20 female 1 3 2 4 2 1.648847e-002 176 2.933333e-001
33 20 female 1 4 3 4 2 1.646522e-002 141 2.350000e-001
33 20 female 1 5 1 2 2 1.651503e-002 207 3.450000e-001
33 20 female 1 6 2 3 1 1.652318e-002 54 9.000000e-002
33 20 female 1 7 2 4 1 1.652137e-002 171 2.850000e-001
33 20 female 1 8 3 4 2 1.653314e-002 164 2.733333e-001
33 20 female 1 9 1 2 2 1.650658e-002 156 2.600000e-001
33 20 female 1 10 2 3 2 1.649541e-002 306 5.100000e-001
33 20 female 1 11 1 3 2 1.650447e-002 200 3.333333e-001
33 20 female 1 12 2 4 1 1.657118e-002 154 2.566667e-001
33 20 female 1 13 3 4 1 1.646281e-002 167 2.783333e-001
33 20 female 1 14 1 4 1 1.645496e-002 208 3.466667e-001
33 20 female 1 15 1 4 2 1.653737e-002 170 2.833333e-001
33 20 female 1 16 3 4 1 1.806958e-002 185 3.083333e-001
33 20 female 1 17 3 4 1 1.654129e-002 90 1.500000e-001
33 20 female 1 18 2 3 2 1.651292e-002 285 4.750000e-001
33 20 female 1 19 1 3 1 1.643534e-002 287 4.783333e-001
33 20 female 1 20 1 3 2 1.647730e-002 313 5.216667e-001
33 20 female 1 21 2 3 1 1.654401e-002 276 4.600000e-001
33 20 female 1 22 1 4 1 1.656665e-002 171 2.850000e-001
33 20 female 1 23 1 3 2 1.644349e-002 255 4.250000e-001
33 20 female 1 24 2 3 1 1.653888e-002 269 4.483333e-001
33 20 female 1 25 1 3 1 1.658506e-002 303 5.050000e-001
33 20 female 1 26 1 2 1 1.647911e-002 169 2.816667e-001
33 20 female 1 27 3 4 2 1.659502e-002 215 3.583333e-001
33 20 female 1 28 1 4 1 1.643051e-002 106 1.766667e-001
33 20 female 1 29 2 4 1 1.650477e-002 91 1.516667e-001
33 20 female 1 30 1 2 2 1.647156e-002 123 2.050000e-001
33 20 female 1 31 1 2 1 1.649752e-002 90 1.500000e-001
33 20 female 1 32 1 3 1 1.647428e-002 273 4.550000e-001
33 20 female 1 33 2 3 2 1.655035e-002 441 7.350000e-001
33 20 female 1 34 1 4 2 1.654612e-002 86 1.433333e-001
33 20 female 1 35 2 4 2 1.655186e-002 156 2.600000e-001
33 20 female 1 36 1 2 1 1.647247e-002 153 2.550000e-001
subjectID age gender expGroup selfTogood selfTobad selfTonormal goodTobad goodTonormal badTonormal goodToSelf badToSelf normalToSelf badTogood normalTogood normalTobad
33 20 female 1 1.373333e+002 2.876667e+002 1.616667e+002 1.996667e+002 1.386667e+002 1.473333e+002 162 256 132 344 1.753333e+002 1.733333e+002
