SubjectID Age Gender ExpGroup Trial firstTarget secondTarget Position RT lengthDraw lengthPercentage
27 18 female 1 1 2 4 2 1.118308e-002 16 2.666667e-002
27 18 female 1 2 1 2 2 1.659985e-002 -11 -1.833333e-002
27 18 female 1 3 2 4 1 1.648666e-002 -45 -7.500000e-002
27 18 female 1 4 1 2 1 1.653556e-002 15 2.500000e-002
27 18 female 1 5 1 3 2 1.649300e-002 181 3.016667e-001
27 18 female 1 6 2 4 2 1.652197e-002 35 5.833333e-002
27 18 female 1 7 1 4 1 1.659834e-002 -17 -2.833333e-002
27 18 female 1 8 1 4 2 1.655488e-002 22 3.666667e-002
27 18 female 1 9 2 4 1 1.647730e-002 -51 -8.500000e-002
27 18 female 1 10 1 3 1 1.655367e-002 -265 -4.416667e-001
27 18 female 1 11 1 3 2 1.648213e-002 258 4.300000e-001
27 18 female 1 12 2 4 2 1.648303e-002 55 9.166667e-002
27 18 female 1 13 1 4 1 1.663939e-002 -29 -4.833333e-002
27 18 female 1 14 2 3 1 1.655488e-002 -362 -6.033333e-001
27 18 female 1 15 2 3 2 1.653042e-002 362 6.033333e-001
27 18 female 1 16 1 3 1 1.654673e-002 -383 -6.383333e-001
27 18 female 1 17 3 4 1 1.644892e-002 196 3.266667e-001
27 18 female 1 18 1 2 2 1.653797e-002 -23 -3.833333e-002
27 18 female 1 19 1 2 1 1.651624e-002 26 4.333333e-002
27 18 female 1 20 1 3 1 1.658204e-002 -321 -5.350000e-001
27 18 female 1 21 2 4 1 1.653495e-002 -18 -3.000000e-002
27 18 female 1 22 1 2 2 1.651956e-002 -9 -1.500000e-002
27 18 female 1 23 3 4 1 1.653224e-002 282 4.700000e-001
27 18 female 1 24 1 4 2 1.659110e-002 55 9.166667e-002
27 18 female 1 25 2 3 2 1.656091e-002 465 7.750000e-001
27 18 female 1 26 3 4 1 1.657510e-002 274 4.566667e-001
27 18 female 1 27 2 3 1 1.660196e-002 -528 -8.800000e-001
27 18 female 1 28 1 2 1 1.661162e-002 33 5.500000e-002
27 18 female 1 29 2 3 2 1.652348e-002 502 8.366667e-001
27 18 female 1 30 1 4 2 1.657087e-002 24 4.000000e-002
27 18 female 1 31 3 4 2 1.644621e-002 -304 -5.066667e-001
27 18 female 1 32 1 3 2 1.651111e-002 363 6.050000e-001
27 18 female 1 33 3 4 2 1.657389e-002 -290 -4.833333e-001
27 18 female 1 34 2 3 1 1.656303e-002 -486 -8.100000e-001
27 18 female 1 35 3 4 2 1.656695e-002 -362 -6.033333e-001
27 18 female 1 36 1 4 1 1.647700e-002 -10 -1.666667e-002
subjectID age gender expGroup selfTogood selfTobad selfTonormal goodTobad goodTonormal badTonormal goodToSelf badToSelf normalToSelf badTogood normalTogood normalTobad
27 18 female 1 2.466667e+001 -323 -1.866667e+001 -4.586667e+002 -38 2.506667e+002 -1.433333e+001 2.673333e+002 3.366667e+001 443 3.533333e+001 -3.186667e+002
