SubjectID Age Gender ExpGroup Trial firstTarget secondTarget Position RT lengthDraw lengthPercentage
34 18 female 1 1 2 4 1 1.128330e-002 170 2.833333e-001
34 18 female 1 2 1 3 2 1.665962e-002 341 5.683333e-001
34 18 female 1 3 1 4 2 1.656695e-002 89 1.483333e-001
34 18 female 1 4 2 3 2 1.653435e-002 321 5.350000e-001
34 18 female 1 5 1 2 2 1.650115e-002 172 2.866667e-001
34 18 female 1 6 2 3 2 1.655095e-002 330 5.500000e-001
34 18 female 1 7 1 2 1 1.644108e-002 135 2.250000e-001
34 18 female 1 8 1 2 1 1.650386e-002 162 2.700000e-001
34 18 female 1 9 1 4 1 1.658627e-002 70 1.166667e-001
34 18 female 1 10 2 4 2 1.659804e-002 134 2.233333e-001
34 18 female 1 11 2 3 1 1.658053e-002 307 5.116667e-001
34 18 female 1 12 1 4 1 1.656061e-002 50 8.333333e-002
34 18 female 1 13 2 4 2 1.648907e-002 137 2.283333e-001
34 18 female 1 14 1 2 2 1.648454e-002 97 1.616667e-001
34 18 female 1 15 3 4 1 1.656303e-002 116 1.933333e-001
34 18 female 1 16 3 4 2 1.657027e-002 100 1.666667e-001
34 18 female 1 17 2 4 2 1.646583e-002 106 1.766667e-001
34 18 female 1 18 1 4 2 1.648273e-002 47 7.833333e-002
34 18 female 1 19 2 3 1 1.653375e-002 281 4.683333e-001
34 18 female 1 20 1 3 2 1.647669e-002 163 2.716667e-001
34 18 female 1 21 3 4 2 1.651805e-002 139 2.316667e-001
34 18 female 1 22 1 2 1 1.658597e-002 83 1.383333e-001
34 18 female 1 23 3 4 1 1.652982e-002 171 2.850000e-001
34 18 female 1 24 2 4 1 1.653948e-002 81 1.350000e-001
34 18 female 1 25 1 3 1 1.656967e-002 145 2.416667e-001
34 18 female 1 26 2 4 1 1.659230e-002 139 2.316667e-001
34 18 female 1 27 1 3 1 1.655035e-002 119 1.983333e-001
34 18 female 1 28 1 3 1 1.648394e-002 120 2.000000e-001
34 18 female 1 29 1 4 1 1.657329e-002 29 4.833333e-002
34 18 female 1 30 1 3 2 1.656997e-002 143 2.383333e-001
34 18 female 1 31 1 4 2 1.647187e-002 28 4.666667e-002
34 18 female 1 32 3 4 2 1.654763e-002 128 2.133333e-001
34 18 female 1 33 3 4 1 1.640999e-002 -125 -2.083333e-001
34 18 female 1 34 2 3 1 1.657510e-002 265 4.416667e-001
34 18 female 1 35 1 2 2 1.656242e-002 80 1.333333e-001
34 18 female 1 36 2 3 2 1.661555e-002 249 4.150000e-001
subjectID age gender expGroup selfTogood selfTobad selfTonormal goodTobad goodTonormal badTonormal goodToSelf badToSelf normalToSelf badTogood normalTogood normalTobad
34 18 female 1 1.266667e+002 128 4.966667e+001 2.843333e+002 130 54 1.163333e+002 2.156667e+002 5.466667e+001 300 1.256667e+002 1.223333e+002
