SubjectID Age Gender ExpGroup Trial firstTarget secondTarget Position RT lengthDraw lengthPercentage
37 18 male 1 1 2 3 1 9.822714e-003 359 5.983333e-001
37 18 male 1 2 1 4 2 1.657796e-002 64 1.066667e-001
37 18 male 1 3 1 3 2 1.654627e-002 121 2.016667e-001
37 18 male 1 4 1 2 1 1.653630e-002 174 2.900000e-001
37 18 male 1 5 3 4 1 1.657947e-002 169 2.816667e-001
37 18 male 1 6 2 3 2 1.651789e-002 409 6.816667e-001
37 18 male 1 7 3 4 1 1.655049e-002 218 3.633333e-001
37 18 male 1 8 1 4 1 1.645601e-002 42 7.000000e-002
37 18 male 1 9 1 2 2 1.653963e-002 107 1.783333e-001
37 18 male 1 10 3 4 2 1.641677e-002 210 3.500000e-001
37 18 male 1 11 1 4 1 1.662475e-002 -43 -7.166667e-002
37 18 male 1 12 1 3 2 1.655864e-002 199 3.316667e-001
37 18 male 1 13 2 4 1 1.646084e-002 177 2.950000e-001
37 18 male 1 14 2 4 1 1.654778e-002 202 3.366667e-001
37 18 male 1 15 2 3 2 1.647925e-002 410 6.833333e-001
37 18 male 1 16 3 4 1 1.655079e-002 186 3.100000e-001
37 18 male 1 17 1 4 1 1.647533e-002 46 7.666667e-002
37 18 male 1 18 1 4 2 1.653027e-002 56 9.333333e-002
37 18 male 1 19 1 4 2 1.656408e-002 -36 -6.000000e-002
37 18 male 1 20 2 3 2 1.653540e-002 434 7.233333e-001
37 18 male 1 21 1 2 1 1.648167e-002 -219 -3.650000e-001
37 18 male 1 22 1 2 2 1.657102e-002 -166 -2.766667e-001
37 18 male 1 23 1 3 1 1.647442e-002 191 3.183333e-001
37 18 male 1 24 3 4 2 1.651457e-002 134 2.233333e-001
37 18 male 1 25 2 4 2 1.651608e-002 -187 -3.116667e-001
37 18 male 1 26 1 3 2 1.654023e-002 209 3.483333e-001
37 18 male 1 27 1 2 1 1.655019e-002 -177 -2.950000e-001
37 18 male 1 28 2 4 1 1.650189e-002 -214 -3.566667e-001
37 18 male 1 29 2 3 1 1.646809e-002 459 7.650000e-001
37 18 male 1 30 2 4 2 1.656498e-002 -191 -3.183333e-001
37 18 male 1 31 1 2 2 1.649706e-002 166 2.766667e-001
37 18 male 1 32 1 3 1 1.656166e-002 292 4.866667e-001
37 18 male 1 33 2 4 2 1.648499e-002 -268 -4.466667e-001
37 18 male 1 34 1 3 1 1.655472e-002 300 5.000000e-001
37 18 male 1 35 2 3 1 1.655200e-002 463 7.716667e-001
37 18 male 1 36 3 4 2 1.656257e-002 208 3.466667e-001
subjectID age gender expGroup selfTogood selfTobad selfTonormal goodTobad goodTonormal badTonormal goodToSelf badToSelf normalToSelf badTogood normalTogood normalTobad
37 18 male 1 -74 261 15 427 55 191 3.566667e+001 1.763333e+002 28 4.176667e+002 -2.153333e+002 184
