SubjectID Age Gender ExpGroup Trial firstTarget secondTarget Position RT lengthDraw lengthPercentage
31 18 m 1 1 2 3 2 2.676176e-002 353 5.883333e-001
31 18 m 1 2 1 3 2 1.654008e-002 243 4.050000e-001
31 18 m 1 3 1 3 1 1.652288e-002 269 4.483333e-001
31 18 m 1 4 1 2 1 1.652469e-002 101 1.683333e-001
31 18 m 1 5 2 4 2 1.648937e-002 156 2.600000e-001
31 18 m 1 6 3 4 2 1.653254e-002 -133 -2.216667e-001
31 18 m 1 7 1 2 1 1.648907e-002 75 1.250000e-001
31 18 m 1 8 2 3 2 1.652590e-002 426 7.100000e-001
31 18 m 1 9 1 4 1 1.650869e-002 91 1.516667e-001
31 18 m 1 10 2 3 2 1.658536e-002 491 8.183333e-001
31 18 m 1 11 1 3 2 1.655910e-002 246 4.100000e-001
31 18 m 1 12 2 3 1 1.650024e-002 509 8.483333e-001
31 18 m 1 13 2 4 1 1.646885e-002 -199 -3.316667e-001
31 18 m 1 14 1 3 1 1.657329e-002 320 5.333333e-001
31 18 m 1 15 1 4 1 1.650930e-002 65 1.083333e-001
31 18 m 1 16 2 4 1 1.653495e-002 -160 -2.666667e-001
31 18 m 1 17 1 3 1 1.649420e-002 309 5.150000e-001
31 18 m 1 18 2 4 2 1.655186e-002 206 3.433333e-001
31 18 m 1 19 1 4 2 1.650748e-002 96 1.600000e-001
31 18 m 1 20 2 3 1 1.650175e-002 2 3.333333e-003
31 18 m 1 21 2 3 1 1.661645e-002 462 7.700000e-001
31 18 m 1 22 1 2 2 1.646673e-002 -125 -2.083333e-001
31 18 m 1 23 3 4 2 1.651201e-002 276 4.600000e-001
31 18 m 1 24 1 2 2 1.653857e-002 156 2.600000e-001
31 18 m 1 25 3 4 1 1.647277e-002 312 5.200000e-001
31 18 m 1 26 3 4 1 1.652258e-002 328 5.466667e-001
31 18 m 1 27 1 4 2 1.654250e-002 -96 -1.600000e-001
31 18 m 1 28 1 3 2 1.657238e-002 312 5.200000e-001
31 18 m 1 29 2 4 1 1.647820e-002 212 3.533333e-001
31 18 m 1 30 1 4 2 1.665147e-002 85 1.416667e-001
31 18 m 1 31 1 2 2 1.644711e-002 142 2.366667e-001
31 18 m 1 32 1 2 1 1.646734e-002 99 1.650000e-001
31 18 m 1 33 3 4 1 1.656423e-002 270 4.500000e-001
31 18 m 1 34 1 4 1 1.653888e-002 76 1.266667e-001
31 18 m 1 35 2 4 2 1.650748e-002 164 2.733333e-001
31 18 m 1 36 3 4 2 1.645345e-002 274 4.566667e-001
subjectID age gender expGroup selfTogood selfTobad selfTonormal goodTobad goodTonormal badTonormal goodToSelf badToSelf normalToSelf badTogood normalTogood normalTobad
31 18 m 1 9.166667e+001 2.993333e+002 7.733333e+001 3.243333e+002 -49 3.033333e+002 5.766667e+001 267 2.833333e+001 4.233333e+002 1.753333e+002 139
